Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
0.182,4749.3368,4999.2654,2811.3436,-0.30988843,10.056465,1.6736819,1.9287411,0.31160287,2.1370844,6.1897413,3.6832143,0.0085529468
0.183,4749.4124,4998.9556,2811.3833,-0.30987364,10.054536,1.6733703,1.9286096,0.31157516,2.137115,6.1898698,3.684924,0.0085482143
0.184,4749.4796,4998.6457,2811.4185,-0.3098592,10.052608,1.6730588,1.9284803,0.31154765,2.1371419,6.190001,3.6866327,0.0085434941
0.185,4749.5389,4998.3358,2811.4492,-0.30984507,10.050679,1.6727472,1.9283529,0.31152034,2.1371654,6.1901347,3.6883404,0.0085387857
0.186,4749.5904,4998.026,2811.4757,-0.30983126,10.048751,1.6724357,1.9282274,0.31149322,2.1371854,6.1902708,3.6900472,0.0085340891
0.187,4749.6345,4997.7161,2811.4982,-0.30981775,10.046823,1.6721243,1.9281038,0.31146629,2.1372022,6.1904092,3.6917531,0.0085294042
0.188,4749.6714,4997.4063,2811.5166,-0.30980454,10.044895,1.6718128,1.927982,0.31143953,2.1372158,6.1905499,3.6934581,0.0085247305
0.189,4749.7013,4997.0965,2811.5312,-0.30979161,10.042967,1.6715014,1.9278619,0.31141295,2.1372264,6.1906927,3.6951621,0.0085200681
0.19,4749.7244,4996.7867,2811.5422,-0.30977895,10.041039,1.67119,1.9277435,0.31138653,2.137234,6.1908376,3.6968652,0.0085154168
0.191,4749.7411,4996.4769,2811.5496,-0.30976655,10.039112,1.6708787,1.9276267,0.31136028,2.1372388,6.1909845,3.6985673,0.0085107763
0.192,4749.7515,4996.1672,2811.5535,-0.3097544,10.037184,1.6705673,1.9275115,0.31133419,2.1372408,6.1911333,3.7002685,0.0085061465
0.193,4749.7558,4995.8574,2811.5541,-0.30974251,10.035257,1.670256,1.9273978,0.31130825,2.1372402,6.191284,3.7019688,0.0085015273
0.194,4749.7543,4995.5477,2811.5514,-0.30973085,10.03333,1.6699448,1.9272855,0.31128245,2.137237,6.1914364,3.7036682,0.0084969185
0.195,4749.7472,4995.238,2811.5457,-0.30971942,10.031402,1.6696335,1.9271747,0.3112568,2.1372314,6.1915905,3.7053667,0.00849232
0.196,4749.7346,4994.9282,2811.537,-0.30970821,10.029475,1.6693223,1.9270652,0.31123129,2.1372233,6.1917462,3.7070642,0.0084877315
0.197,4749.7167,4994.6185,2811.5254,-0.30969722,10.027548,1.6690111,1.926957,0.31120592,2.137213,6.1919035,3.7087609,0.0084831531
0.198,4749.6937,4994.3088,2811.511,-0.30968643,10.025621,1.6686999,1.9268501,0.31118067,2.1372004,6.1920623,3.7104566,0.0084785845
0.199,4749.6658,4993.9991,2811.4939,-0.30967584,10.023695,1.6683887,1.9267444,0.31115555,2.1371857,6.1922225,3.7121514,0.0084740256
0.2,4749.6332,4993.6895,2811.4741,-0.30966545,10.021768,1.6680776,1.9266399,0.31113056,2.1371689,6.1923841,3.7138453,0.0084694763
0.201,4749.5959,4993.3798,2811.4519,-0.30965525,10.019842,1.6677665,1.9265366,0.31110568,2.13715,6.192547,3.7155383,0.0084649365
0.202,4749.5542,4993.0701,2811.4272,-0.30964522,10.017915,1.6674554,1.9264343,0.31108092,2.1371293,6.1927112,3.7172304,0.0084604061
0.203,4749.5083,4992.7605,2811.4002,-0.30963537,10.015989,1.6671444,1.9263331,0.31105627,2.1371066,6.1928766,3.7189215,0.0084558849
0.204,4749.4582,4992.4509,2811.3709,-0.30962569,10.014063,1.6668333,1.926233,0.31103173,2.1370822,6.1930432,3.7206118,0.0084513728
0.205,4749.4041,4992.1412,2811.3394,-0.30961617,10.012136,1.6665223,1.9261338,0.3110073,2.137056,6.1932109,3.7223012,0.0084468698
0.206,4749.3461,4991.8316,2811.3057,-0.30960681,10.01021,1.6662113,1.9260356,0.31098297,2.1370281,6.1933796,3.7239897,0.0084423756
0.207,4749.2844,4991.522,2811.2701,-0.3095976,10.008284,1.6659004,1.9259383,0.31095874,2.1369986,6.1935494,3.7256772,0.0084378903
0.208,4749.2191,4991.2124,2811.2324,-0.30958854,10.006359,1.6655894,1.9258419,0.31093461,2.1369675,6.1937201,3.7273639,0.0084334138
0.209,4749.1503,4990.9028,2811.1929,-0.30957962,10.004433,1.6652785,1.9257464,0.31091057,2.1369349,6.1938918,3.7290497,0.0084289459
0.21,4749.0781,4990.5933,2811.1514,-0.30957084,10.002507,1.6649676,1.9256518,0.31088662,2.1369009,6.1940644,3.7307346,0.0084244865
0.211,4749.0027,4990.2837,2811.1082,-0.3095622,10.000582,1.6646568,1.9255579,0.31086277,2.1368654,6.1942378,3.7324186,0.0084200355
0.212,4748.9241,4989.9741,2811.0633,-0.30955368,9.9986562,1.6643459,1.9254648,0.31083899,2.1368285,6.1944121,3.7341017,0.008415593
0.213,4748.8425,4989.6646,2811.0167,-0.30954529,9.9967308,1.6640351,1.9253725,0.31081531,2.1367903,6.1945871,3.735784,0.0084111587
0.214,4748.758,4989.355,2810.9685,-0.30953702,9.9948055,1.6637243,1.9252809,0.3107917,2.1367508,6.1947628,3.7374653,0.0084067326
0.215,4748.6706,4989.0455,2810.9187,-0.30952886,9.9928803,1.6634136,1.92519,0.31076818,2.1367101,6.1949393,3.7391458,0.0084023147
0.216,4748.5804,4988.736,2810.8674,-0.30952082,9.9909552,1.6631028,1.9250998,0.31074473,2.1366682,6.1951164,3.7408254,0.0083979048
0.217,4748.4876,4988.4264,2810.8147,-0.30951288,9.9890302,1.6627921,1.9250102,0.31072136,2.1366251,6.1952942,3.7425041,0.0083935029
0.218,4748.3923,4988.1169,2810.7605,-0.30950506,9.9871053,1.6624814,1.9249213,0.31069806,2.1365809,6.1954726,3.7441819,0.0083891088
0.219,4748.2944,4987.8074,2810.705,-0.30949733,9.9851805,1.6621707,1.924833,0.31067483,2.1365357,6.1956516,3.7458588,0.0083847227
0.22,4748.1942,4987.4979,2810.6482,-0.3094897,9.9832557,1.6618601,1.9247453,0.31065167,2.1364894,6.1958311,3.7475349,0.0083803442
0.221,4748.0916,4987.1884,2810.5901,-0.30948217,9.9813311,1.6615494,1.9246581,0.31062858,2.136442,6.1960112,3.7492101,0.0083759735
0.222,4747.9868,4986.8789,2810.5308,-0.30947473,9.9794065,1.6612388,1.9245716,0.31060555,2.1363937,6.1961918,3.7508844,0.0083716104
0.223,4747.8798,4986.5695,2810.4703,-0.30946739,9.977482,1.6609283,1.9244855,0.31058259,2.1363445,6.1963728,3.7525579,0.0083672549
0.224,4747.7708,4986.26,2810.4086,-0.30946012,9.9755576,1.6606177,1.9244,0.31055969,2.1362944,6.1965543,3.7542304,0.0083629069
0.225,4747.6597,4985.9505,2810.3458,-0.30945294,9.9736333,1.6603072,1.9243149,0.31053685,2.1362433,6.1967362,3.7559022,0.0083585663
0.226,4747.5466,4985.6411,2810.282,-0.30944585,9.9717091,1.6599966,1.9242304,0.31051407,2.1361915,6.1969185,3.757573,0.0083542331
0.227,4747.4317,4985.3316,2810.2171,-0.30943883,9.9697849,1.6596862,1.9241463,0.31049135,2.1361388,6.1971011,3.759243,0.0083499073
0.228,4747.3149,4985.0222,2810.1512,-0.30943189,9.9678608,1.6593757,1.9240627,0.31046869,2.1360853,6.1972842,3.7609121,0.0083455888
0.229,4747.1964,4984.7128,2810.0844,-0.30942502,9.9659369,1.6590652,1.9239795,0.31044608,2.136031,6.1974675,3.7625804,0.0083412774
0.23,4747.0761,4984.4033,2810.0166,-0.30941822,9.964013,1.6587548,1.9238967,0.31042352,2.135976,6.1976512,3.7642478,0.0083369733
0.231,4746.9542,4984.0939,2809.9479,-0.30941149,9.9620892,1.6584444,1.9238143,0.31040102,2.1359203,6.1978352,3.7659143,0.0083326763
0.232,4746.8307,4983.7845,2809.8783,-0.30940483,9.9601654,1.658134,1.9237324,0.31037856,2.1358639,6.1980195,3.76758,0.0083283863
0.233,4746.7056,4983.4751,2809.8079,-0.30939823,9.9582418,1.6578237,1.9236508,0.31035616,2.1358068,6.198204,3.7692448,0.0083241034
0.234,4746.579,4983.1657,2809.7366,-0.30939169,9.9563182,1.6575133,1.9235696,0.31033381,2.1357491,6.1983887,3.7709087,0.0083198275
0.235,4746.451,4982.8563,2809.6646,-0.30938522,9.9543947,1.657203,1.9234887,0.3103115,2.1356907,6.1985737,3.7725719,0.0083155585
0.236,4746.3216,4982.5469,2809.5918,-0.3093788,9.9524713,1.6568927,1.9234082,0.31028924,2.1356318,6.1987589,3.7742341,0.0083112963
0.237,4746.1908,4982.2376,2809.5182,-0.30937244,9.950548,1.6565825,1.923328,0.31026702,2.1355722,6.1989442,3.7758955,0.0083070411
0.238,4746.0587,4981.9282,2809.444,-0.30936614,9.9486247,1.6562722,1.9232481,0.31024485,2.1355121,6.1991298,3.7775561,0.0083027926
0.239,4745.9254,4981.6188,2809.369,-0.30935989,9.9467016,1.655962,1.9231686,0.31022273,2.1354515,6.1993155,3.7792158,0.0082985509
0.24,4745.7908,4981.3095,2809.2934,-0.30935369,9.9447785,1.6556518,1.9230893,0.31020064,2.1353903,6.1995013,3.7808747,0.0082943159
0.241,4745.655,4981.0001,2809.2171,-0.30934754,9.9428555,1.6553416,1.9230103,0.3101786,2.1353286,6.1996873,3.7825327,0.0082900877
0.242,4745.5181,4980.6908,2809.1402,-0.30934144,9.9409325,1.6550315,1.9229316,0.3101566,2.1352664,6.1998734,3.7841899,0.008285866
0.243,4745.3801,4980.3814,2809.0626,-0.30933539,9.9390097,1.6547213,1.9228532,0.31013463,2.1352037,6.2000596,3.7858462,0.008281651
0.244,4745.2409,4980.0721,2808.9845,-0.30932938,9.9370869,1.6544112,1.9227751,0.31011271,2.1351406,6.2002459,3.7875017,0.0082774425
0.245,4745.1008,4979.7628,2808.9058,-0.30932342,9.9351642,1.6541011,1.9226972,0.31009082,2.135077,6.2004323,3.7891563,0.0082732406
0.246,4744.9596,4979.4534,2808.8266,-0.3093175,9.9332416,1.6537911,1.9226195,0.31006897,2.135013,6.2006188,3.7908101,0.0082690451
0.247,4744.8175,4979.1441,2808.7468,-0.30931162,9.931319,1.653481,1.9225421,0.31004716,2.1349485,6.2008053,3.7924631,0.0082648562
0.248,4744.6744,4978.8348,2808.6666,-0.30930578,9.9293966,1.653171,1.9224649,0.31002538,2.1348837,6.2009919,3.7941152,0.0082606736
0.249,4744.5304,4978.5255,2808.5858,-0.30929998,9.9274742,1.652861,1.9223879,0.31000364,2.1348185,6.2011785,3.7957665,0.0082564975
0.25,4744.3855,4978.2162,2808.5045,-0.30929422,9.9255519,1.652551,1.9223112,0.30998194,2.1347529,6.2013651,3.797417,0.0082523277
0.251,4744.2398,4977.9069,2808.4228,-0.3092885,9.9236296,1.652241,1.9222346,0.30996026,2.1346869,6.2015518,3.7990666,0.0082481643
0.252,4744.0932,4977.5976,2808.3406,-0.30928281,9.9217075,1.6519311,1.9221583,0.30993862,2.1346206,6.2017384,3.8007154,0.0082440072
0.253,4743.9459,4977.2883,2808.258,-0.30927715,9.9197854,1.6516212,1.9220821,0.30991701,2.1345539,6.2019251,3.8023634,0.0082398563
0.254,4743.7977,4976.9791,2808.175,-0.30927153,9.9178634,1.6513113,1.9220061,0.30989544,2.1344869,6.2021117,3.8040105,0.0082357117
0.255,4743.6488,4976.6698,2808.0915,-0.30926594,9.9159415,1.6510014,1.9219303,0.30987389,2.1344196,6.2022984,3.8056569,0.0082315733
0.256,4743.4992,4976.3605,2808.0077,-0.30926038,9.9140196,1.6506916,1.9218547,0.30985238,2.134352,6.202485,3.8073023,0.008227441
0.257,4743.3489,4976.0513,2807.9234,-0.30925486,9.9120978,1.6503817,1.9217793,0.30983089,2.1342841,6.2026716,3.808947,0.008223315
0.258,4743.1979,4975.742,2807.8388,-0.30924936,9.9101761,1.6500719,1.921704,0.30980944,2.1342158,6.2028581,3.8105909,0.008219195
0.259,4743.0462,4975.4328,2807.7539,-0.30924389,9.9082545,1.6497621,1.9216289,0.30978801,2.1341473,6.2030446,3.8122339,0.0082150812
0.26,4742.8939,4975.1235,2807.6686,-0.30923845,9.9063329,1.6494524,1.9215539,0.30976661,2.1340786,6.2032311,3.8138761,0.0082109734
0.261,4742.741,4974.8143,2807.5829,-0.30923304,9.9044115,1.6491426,1.9214791,0.30974525,2.1340096,6.2034174,3.8155174,0.0082068717
0.262,4742.5875,4974.505,2807.497,-0.30922765,9.9024901,1.6488329,1.9214044,0.3097239,2.1339403,6.2036038,3.817158,0.0082027761
0.263,4742.4334,4974.1958,2807.4107,-0.30922229,9.9005687,1.6485232,1.9213298,0.30970259,2.1338708,6.20379,3.8187977,0.0081986864
0.264,4742.2787,4973.8866,2807.3241,-0.30921695,9.8986475,1.6482135,1.9212554,0.3096813,2.133801,6.2039761,3.8204366,0.0081946027
0.265,4742.1235,4973.5774,2807.2372,-0.30921164,9.8967263,1.6479039,1.9211811,0.30966004,2.133731,6.2041622,3.8220748,0.0081905249
0.266,4741.9678,4973.2682,2807.15,-0.30920635,9.8948052,1.6475942,1.921107,0.3096388,2.1336608,6.2043482,3.823712,0.0081864531
0.267,4741.8115,4972.959,2807.0626,-0.30920109,9.8928842,1.6472846,1.9210329,0.30961759,2.1335904,6.2045341,3.8253485,0.0081823872
0.268,4741.6548,4972.6497,2806.9748,-0.30919584,9.8909632,1.646975,1.920959,0.30959641,2.1335197,6.2047199,3.8269842,0.0081783271
0.269,4741.4976,4972.3406,2806.8869,-0.30919062,9.8890423,1.6466654,1.9208852,0.30957525,2.1334489,6.2049055,3.828619,0.0081742729
0.27,4741.3399,4972.0314,2806.7986,-0.30918542,9.8871215,1.6463559,1.9208115,0.30955411,2.1333779,6.2050911,3.8302531,0.0081702246
0.271,4741.1818,4971.7222,2806.7101,-0.30918024,9.8852008,1.6460463,1.9207379,0.309533,2.1333067,6.2052766,3.8318863,0.0081661821
0.272,4741.0232,4971.413,2806.6214,-0.30917508,9.8832801,1.6457368,1.9206644,0.30951191,2.1332353,6.2054619,3.8335188,0.0081621453
0.273,4740.8642,4971.1038,2806.5325,-0.30916993,9.8813595,1.6454273,1.920591,0.30949085,2.1331637,6.2056471,3.8351504,0.0081581144
0.274,4740.7048,4970.7947,2806.4433,-0.30916481,9.879439,1.6451179,1.9205177,0.3094698,2.133092,6.2058322,3.8367812,0.0081540891
0.275,4740.545,4970.4855,2806.3539,-0.3091597,9.8775185,1.6448084,1.9204444,0.30944878,2.13302,6.2060171,3.8384112,0.0081500697
0.276,4740.3848,4970.1763,2806.2644,-0.30915462,9.8755982,1.644499,1.9203713,0.30942779,2.132948,6.2062019,3.8400404,0.0081460559
0.277,4740.2243,4969.8672,2806.1746,-0.30914955,9.8736779,1.6441896,1.9202983,0.30940681,2.1328758,6.2063866,3.8416688,0.0081420478
0.278,4740.0633,4969.558,2806.0846,-0.30914449,9.8717576,1.6438802,1.9202253,0.30938586,2.1328034,6.2065711,3.8432964,0.0081380454
0.279,4739.9021,4969.2489,2805.9944,-0.30913946,9.8698375,1.6435708,1.9201524,0.30936493,2.1327309,6.2067554,3.8449232,0.0081340486
0.28,4739.7405,4968.9397,2805.9041,-0.30913443,9.8679174,1.6432615,1.9200796,0.30934401,2.1326582,6.2069396,3.8465493,0.0081300575
0.281,4739.5785,4968.6306,2805.8135,-0.30912943,9.8659974,1.6429522,1.9200069,0.30932312,2.1325855,6.2071237,3.8481745,0.008126072
0.282,4739.4163,4968.3215,2805.7228,-0.30912444,9.8640775,1.6426429,1.9199342,0.30930226,2.1325125,6.2073076,3.8497989,0.008122092
0.283,4739.2537,4968.0124,2805.6319,-0.30911946,9.8621576,1.6423336,1.9198617,0.30928141,2.1324395,6.2074913,3.8514225,0.0081181177
0.284,4739.0908,4967.7032,2805.5409,-0.3091145,9.8602378,1.6420243,1.9197891,0.30926058,2.1323663,6.2076749,3.8530453,0.0081141489
0.285,4738.9277,4967.3941,2805.4497,-0.30910955,9.8583181,1.6417151,1.9197167,0.30923977,2.1322931,6.2078583,3.8546674,0.0081101856
0.286,4738.7643,4967.085,2805.3584,-0.30910462,9.8563985,1.6414059,1.9196443,0.30921898,2.1322197,6.2080416,3.8562886,0.0081062279
0.287,4738.6005,4966.7759,2805.2669,-0.3090997,9.8544789,1.6410967,1.919572,0.30919821,2.1321462,6.2082246,3.8579091,0.0081022757
0.288,4738.4366,4966.4668,2805.1753,-0.30909479,9.8525594,1.6407875,1.9194997,0.30917746,2.1320725,6.2084075,3.8595287,0.008098329
0.289,4738.2723,4966.1577,2805.0835,-0.30908989,9.85064,1.6404783,1.9194275,0.30915673,2.1319988,6.2085902,3.8611476,0.0080943877
0.29,4738.1079,4965.8486,2804.9916,-0.30908501,9.8487206,1.6401692,1.9193553,0.30913602,2.131925,6.2087727,3.8627657,0.0080904519
0.291,4737.9431,4965.5395,2804.8996,-0.30908014,9.8468013,1.6398601,1.9192832,0.30911533,2.1318511,6.2089551,3.864383,0.0080865215
0.292,4737.7782,4965.2305,2804.8074,-0.30907528,9.8448821,1.639551,1.9192111,0.30909465,2.1317771,6.2091373,3.8659995,0.0080825966
0.293,4737.613,4964.9214,2804.7151,-0.30907043,9.842963,1.6392419,1.9191391,0.309074,2.131703,6.2093192,3.8676153,0.008078677
0.294,4737.4476,4964.6123,2804.6227,-0.30906559,9.8410439,1.6389329,1.9190672,0.30905336,2.1316288,6.209501,3.8692302,0.0080747628
0.295,4737.282,4964.3032,2804.5302,-0.30906076,9.8391249,1.6386238,1.9189952,0.30903274,2.1315546,6.2096826,3.8708444,0.0080708541
0.296,4737.1161,4963.9942,2804.4376,-0.30905595,9.837206,1.6383148,1.9189234,0.30901214,2.1314802,6.209864,3.8724578,0.0080669506
0.297,4736.9501,4963.6851,2804.3448,-0.30905114,9.8352871,1.6380058,1.9188515,0.30899155,2.1314058,6.2100452,3.8740704,0.0080630525
0.298,4736.7839,4963.3761,2804.252,-0.30904634,9.8333684,1.6376969,1.9187797,0.30897099,2.1313313,6.2102263,3.8756822,0.0080591598
0.299,4736.6175,4963.067,2804.1591,-0.30904156,9.8314497,1.6373879,1.918708,0.30895044,2.1312567,6.2104071,3.8772933,0.0080552723
0.3,4736.4509,4962.758,2804.066,-0.30903678,9.829531,1.637079,1.9186363,0.30892991,2.131182,6.2105877,3.8789036,0.0080513902
0.301,4736.2841,4962.449,2803.9729,-0.30903201,9.8276124,1.6367701,1.9185646,0.30890939,2.1311073,6.2107681,3.8805131,0.0080475133
0.302,4736.1171,4962.1399,2803.8797,-0.30902726,9.825694,1.6364612,1.918493,0.30888889,2.1310325,6.2109483,3.8821218,0.0080436417
0.303,4735.95,4961.8309,2803.7864,-0.30902251,9.8237755,1.6361523,1.9184214,0.30886841,2.1309577,6.2111283,3.8837297,0.0080397753
0.304,4735.7827,4961.5219,2803.693,-0.30901777,9.8218572,1.6358435,1.9183498,0.30884795,2.1308828,6.2113082,3.8853369,0.0080359142
0.305,4735.6153,4961.2129,2803.5995,-0.30901304,9.8199389,1.6355346,1.9182782,0.3088275,2.1308078,6.2114878,3.8869433,0.0080320583
0.306,4735.4477,4960.9038,2803.5059,-0.30900831,9.8180207,1.6352258,1.9182067,0.30880707,2.1307328,6.2116672,3.888549,0.0080282076
0.307,4735.2799,4960.5948,2803.4123,-0.3090036,9.8161026,1.634917,1.9181352,0.30878665,2.1306577,6.2118464,3.8901539,0.0080243621
0.308,4735.112,4960.2858,2803.3185,-0.30899889,9.8141845,1.6346083,1.9180638,0.30876625,2.1305825,6.2120253,3.891758,0.0080205218
0.309,4734.944,4959.9768,2803.2247,-0.30899419,9.8122665,1.6342995,1.9179924,0.30874587,2.1305073,6.2122041,3.8933613,0.0080166867
0.31,4734.7758,4959.6678,2803.1309,-0.3089895,9.8103486,1.6339908,1.917921,0.3087255,2.1304321,6.2123827,3.8949639,0.0080128567
0.311,4734.6075,4959.3588,2803.0369,-0.30898482,9.8084307,1.6336821,1.9178496,0.30870515,2.1303568,6.212561,3.8965657,0.0080090318
0.312,4734.439,4959.0499,2802.9429,-0.30898014,9.806513,1.6333734,1.9177783,0.30868482,2.1302814,6.2127392,3.8981667,0.0080052121
0.313,4734.2704,4958.7409,2802.8488,-0.30897548,9.8045953,1.6330648,1.9177069,0.3086645,2.130206,6.2129171,3.899767,0.0080013975
0.314,4734.1017,4958.4319,2802.7547,-0.30897081,9.8026776,1.6327561,1.9176356,0.30864419,2.1301306,6.2130948,3.9013665,0.0079975879
0.315,4733.9329,4958.1229,2802.6605,-0.30896616,9.8007601,1.6324475,1.9175643,0.3086239,2.1300551,6.2132723,3.9029653,0.0079937835
0.316,4733.764,4957.814,2802.5662,-0.30896151,9.7988426,1.6321389,1.9174931,0.30860363,2.1299796,6.2134496,3.9045633,0.0079899841
0.317,4733.595,4957.505,2802.4719,-0.30895687,9.7969251,1.6318303,1.9174219,0.30858337,2.129904,6.2136266,3.9061605,0.0079861898
0.318,4733.4258,4957.196,2802.3775,-0.30895224,9.7950078,1.6315217,1.9173506,0.30856313,2.1298284,6.2138034,3.907757,0.0079824006
0.319,4733.2565,4956.8871,2802.2831,-0.30894761,9.7930905,1.6312132,1.9172794,0.3085429,2.1297528,6.2139801,3.9093527,0.0079786163
0.32,4733.0872,4956.5781,2802.1886,-0.30894299,9.7911733,1.6309047,1.9172082,0.30852269,2.1296771,6.2141565,3.9109477,0.0079748371
0.321,4732.9177,4956.2692,2802.094,-0.30893837,9.7892562,1.6305962,1.9171371,0.30850249,2.1296014,6.2143327,3.9125419,0.0079710629
0.322,4732.7481,4955.9603,2801.9994,-0.30893376,9.7873391,1.6302877,1.9170659,0.3084823,2.1295257,6.2145086,3.9141353,0.0079672937
0.323,4732.5785,4955.6513,2801.9048,-0.30892916,9.7854221,1.6299792,1.9169948,0.30846214,2.1294499,6.2146844,3.9157281,0.0079635295
0.324,4732.4087,4955.3424,2801.8101,-0.30892457,9.7835052,1.6296708,1.9169237,0.30844198,2.1293741,6.2148599,3.91732,0.0079597703
0.325,4732.2389,4955.0335,2801.7153,-0.30891997,9.7815883,1.6293624,1.9168526,0.30842184,2.1292982,6.2150352,3.9189112,0.007956016
0.326,4732.0689,4954.7246,2801.6206,-0.30891539,9.7796715,1.629054,1.9167815,0.30840171,2.1292223,6.2152102,3.9205017,0.0079522666
0.327,4731.8989,4954.4156,2801.5257,-0.30891081,9.7777548,1.6287456,1.9167104,0.3083816,2.1291464,6.2153851,3.9220914,0.0079485222
0.328,4731.7288,4954.1067,2801.4309,-0.30890624,9.7758382,1.6284372,1.9166394,0.30836151,2.1290705,6.2155597,3.9236803,0.0079447827
0.329,4731.5586,4953.7978,2801.3359,-0.30890167,9.7739216,1.6281289,1.9165683,0.30834142,2.1289946,6.2157341,3.9252685,0.0079410482
0.33,4731.3883,4953.4889,2801.241,-0.3088971,9.7720051,1.6278205,1.9164973,0.30832136,2.1289186,6.2159083,3.926856,0.0079373185
0.331,4731.218,4953.18,2801.146,-0.30889255,9.7700887,1.6275122,1.9164262,0.3083013,2.1288426,6.2160823,3.9284427,0.0079335937
0.332,4731.0476,4952.8711,2801.0509,-0.30888799,9.7681723,1.627204,1.9163552,0.30828126,2.1287665,6.216256,3.9300287,0.0079298738
0.333,4730.8771,4952.5622,2800.9559,-0.30888345,9.7662561,1.6268957,1.9162842,0.30826123,2.1286905,6.2164295,3.9316139,0.0079261587
0.334,4730.7065,4952.2534,2800.8608,-0.3088789,9.7643399,1.6265875,1.9162132,0.30824122,2.1286144,6.2166028,3.9331984,0.0079224485
0.335,4730.5358,4951.9445,2800.7656,-0.30887437,9.7624237,1.6262792,1.9161422,0.30822122,2.1285383,6.2167758,3.9347822,0.0079187431
0.336,4730.3651,4951.6356,2800.6704,-0.30886983,9.7605076,1.625971,1.9160713,0.30820124,2.1284622,6.2169487,3.9363652,0.0079150426
0.337,4730.1944,4951.3267,2800.5752,-0.30886531,9.7585916,1.6256629,1.9160003,0.30818127,2.128386,6.2171213,3.9379474,0.0079113469
0.338,4730.0235,4951.0179,2800.48,-0.30886078,9.7566757,1.6253547,1.9159293,0.30816131,2.1283099,6.2172936,3.939529,0.007907656
0.339,4729.8526,4950.709,2800.3847,-0.30885626,9.7547598,1.6250466,1.9158584,0.30814136,2.1282337,6.2174658,3.9411098,0.0079039698
0.34,4729.6817,4950.4002,2800.2894,-0.30885175,9.7528441,1.6247384,1.9157874,0.30812143,2.1281575,6.2176377,3.9426898,0.0079002885
0.341,4729.5106,4950.0913,2800.194,-0.30884724,9.7509283,1.6244303,1.9157165,0.30810152,2.1280813,6.2178094,3.9442691,0.0078966119
0.342,4729.3395,4949.7825,2800.0987,-0.30884274,9.7490127,1.6241223,1.9156456,0.30808161,2.128005,6.2179809,3.9458477,0.0078929401
0.343,4729.1684,4949.4736,2800.0033,-0.30883824,9.7470971,1.6238142,1.9155747,0.30806172,2.1279288,6.2181521,3.9474256,0.0078892731
